smiles,similarity_score,prediction,final_score
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,0.19718309859154928,1.0074316,0.19864848450704226
CC(=O)NC1CCSC1=O,0.19230769230769232,1.0319941,0.19846040384615385
O=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,0.19672131147540983,1.0043598,0.19757897704918032
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0.19047619047619047,1.0247355,0.19518771428571427
Br.CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C(O)C2,0.19117647058823528,1.0175511,0.19453182794117643
OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,0.19298245614035087,0.9950192,0.192021249122807
CC(=O)NC(CS)C(=O)O,0.1836734693877551,1.0396152,0.19094973061224493
OCC1OC(O)(CO)C(O)C1O,0.18,1.0548044,0.189864792
COC(=O)C(N)CS.Cl,0.1836734693877551,1.0240569,0.18809208367346938
CC(=O)NC(CC(C)C)C(=O)O,0.18,1.0314212,0.185655816
CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,0.19718309859154928,0.94106746,0.18556259774647885
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,0.1791044776119403,1.0356909,0.1854968776119403
CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,0.1875,0.98431456,0.18455897999999998
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,0.1864406779661017,0.98435694,0.18352417525423728
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,0.15942028985507245,1.1496384,0.18327568695652172
C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0.18181818181818182,1.0016794,0.18212352727272726
CCCCCCCCCCCCCCCC(=O)OCC(O)CO,0.2037037037037037,0.8939598,0.1821029222222222
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-],0.17647058823529413,1.0298504,0.18173830588235293
C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-],0.17391304347826086,1.0366948,0.18029474782608695
CC(=O)NO,0.175,1.026808,0.17969139999999997
OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,0.18032786885245902,0.9927865,0.17902707377049182
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,0.19047619047619047,0.9363892,0.1783598476190476
CC(=O)NC(CCC(N)=O)C(=O)O,0.16981132075471697,1.0487806,0.1780948188679245
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,0.16883116883116883,1.0527658,0.17773968051948053
OCC1OC(OC2C(O)C(CO)OC2(CO)OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,0.18032786885245902,0.98208153,0.1770966693442623
CC1OC(OC2C(Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)OC(CO)C(O)C2O)C(O)C(O)C1O,0.16666666666666666,1.049975,0.17499583333333335
OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,0.171875,1.0146309,0.1743896859375
CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0.16393442622950818,1.060948,0.17392590163934424
O=C(CO)C(O)C(O)C(O)CO,0.16666666666666666,1.0407187,0.17345311666666666
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,0.17391304347826086,0.99627835,0.1732658
O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.[Ca+2],0.1568627450980392,1.1034049,0.17308312156862743
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,0.1724137931034483,1.003364,0.17299379310344828
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,0.19047619047619047,0.9080297,0.1729580380952381
CNCC(O)C(O)C(O)C(O)CO,0.16666666666666666,1.0303483,0.17172471666666667
O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,0.18181818181818182,0.9439289,0.17162343636363636
O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,0.18032786885245902,0.9489442,0.17112108524590164
NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,0.18840579710144928,0.9068043,0.17084718695652173
O=C1OC(C(O)CO)C(O)=C1O,0.16981132075471697,1.0019783,0.17014725849056603
O=C([O-])C(O)C(O)C(O)C(O)CO.[Na+],0.16,1.0607945,0.16972712
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,0.2028985507246377,0.83476764,0.1693731443478261
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,0.1746031746031746,0.9683367,0.1690746619047619
NC(C(=O)O)C(O)C(O)C(O)CO,0.16,1.0511801,0.16818881600000002
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,0.16091954022988506,1.0440158,0.16800254252873562
COC1C(C(=O)O)OC(C)C(O)C1O.COC1OC(C(=O)O)C(O)C(O)C1O,0.16393442622950818,1.0224173,0.16760939344262296
C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,0.16216216216216217,1.0304832,0.16710538378378378
O=C(C=Cc1ccccc1)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1O,0.17567567567567569,0.9382888,0.16483451891891893
CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],0.1509433962264151,1.0916033,0.16477030943396226
COc1cc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)c(OC)c(O)c3c2=O)cc(O)c1OC,0.15853658536585366,1.0368289,0.16437531341463413
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.16923076923076924,0.96994746,0.16414495476923077
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.15625,1.0425051,0.162891421875
CC(=O)NC(Cc1ccccc1)C(=O)O,0.16363636363636364,0.9950064,0.1628192290909091
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O.O,0.25,0.65094936,0.16273734
NC(CO)C(=O)O,0.15555555555555556,1.0413513,0.16198798
CC(=O)NCCCCCC(=O)O,0.1568627450980392,1.0306611,0.1616723294117647
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,0.1574074074074074,1.0260866,0.16151363148148148
CC(C)(CO)C(O)C(=O)NCCCO,0.16363636363636364,0.9842509,0.1610592381818182
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.1566265060240964,1.0278885,0.1609945843373494
CCOc1ccc(NC(C)=O)cc1,0.16666666666666666,0.96559465,0.16093244166666665
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.15853658536585366,1.0150428,0.16092141951219513
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl,0.16417910447761194,0.9791542,0.16075665970149253
O.O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,0.17391304347826086,0.9240567,0.16070551304347824
COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,0.15217391304347827,1.0540487,0.16039871521739132
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,0.2,0.80158657,0.16031731400000002
CNC1C(OC2OC(CO)C(N)C(O)C2O)OC2CC(N)C(OC3C(N)CC(N)C(O)C3O)OC2C1O.O=S(=O)(O)O,0.21794871794871795,0.73482484,0.1601541317948718
Br.CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,0.15873015873015872,1.0070224,0.1598448253968254
CC(C)=CC1C(C(=O)O)C1(C)C,0.1568627450980392,1.0168805,0.1595106666666667
CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].[Na+],0.15517241379310345,1.0270622,0.1593717206896552
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O.O=S(=O)(O)O,0.2,0.79573286,0.15914657200000001
CCOC(N)=O,0.15555555555555556,1.0220258,0.1589817911111111
CC(=O)OCC[N+](C)(C)C.[Cl-],0.16326530612244897,0.97370976,0.15897302204081631
OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,0.16417910447761194,0.963168,0.15813205970149255
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,0.16666666666666666,0.94598955,0.15766492499999998
CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,0.16037735849056603,0.980126,0.15719001886792452
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21.[Na+],0.15476190476190477,1.0144049,0.15699123452380953
O=c1c2cc(O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,0.15714285714285714,0.99866146,0.15693251514285714
O=C1c2c(O)cc(CO)cc2C(OC2OC(CO)C(O)C(O)C2O)c2cccc(OC3OC(CO)C(O)C(O)C3O)c21,0.1518987341772152,1.0327194,0.15686876962025317
C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,0.16666666666666666,0.9349784,0.15582973333333333
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O.O=S(=O)(O)O,0.19117647058823528,0.81488013,0.15578590720588234
CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,0.16666666666666666,0.9342987,0.15571645
CN(C)CC(=O)OCC(O)C(O)C(O)C(O)C(=O)[O-].[Na+],0.15,1.0378475,0.155677125
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-],0.15625,0.9921445,0.155022578125
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0.13432835820895522,1.1514564,0.15467324776119404
OCC(O)C(O)CO,0.15,1.0235724,0.15353586
OCC(O)CO,0.15,1.0227015,0.15340522499999998
O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,0.1506849315068493,1.0175123,0.1533237712328767
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,0.1935483870967742,0.7918342,0.1532582322580645
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,0.16071428571428573,0.95226705,0.15304291875
CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)([O-])OC2C1OC(=O)CCC.[Na+],0.14444444444444443,1.0587695,0.1529333722222222
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.14864864864864866,1.0281074,0.15282677567567568
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(OC3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,0.15384615384615385,0.99290997,0.15275538000000002
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,0.15294117647058825,0.99862427,0.15273077070588237
O=C1c2c(O)cccc2C(C2OC(CO)C(O)C(O)C2O)c2cc(CO)cc(O)c21,0.1527777777777778,0.9972596,0.15235910555555557
COC(=O)C(c1ccccc1)C1CCCCN1.Cl,0.15625,0.9738804,0.1521688125
CC(=O)OC(CC(=O)O)[N+](C)(C)C.[Cl-],0.1509433962264151,1.0076293,0.15209498867924529
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,0.1506849315068493,1.0091121,0.15205798767123288
Cl.Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,0.16417910447761194,0.92533344,0.15192041552238805
Cl.N=c1ccn2c(n1)OC1C(O)C(CO)OC12,0.15151515151515152,0.9988065,0.1513343181818182
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0.14754098360655737,1.020424,0.1505543606557377
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,0.16923076923076924,0.8838741,0.14957869384615385
O=S(=O)(OCC1OC(OC2(COS(=O)(=O)O[AlH3](O)O)OC(COS(=O)(=O)O[AlH3](O)O)C(OS(=O)(=O)O[AlH3](O)O)C2OS(=O)(=O)O[AlH3](O)O)C(OS(=O)(=O)O[AlH3](O)O)C(OS(=O)(=O)O[AlH3](O)O)C1OS(=O)(=O)O[AlH3](O)O)O[AlH3](O)O.O[AlH3](O)O.O[AlH3](O)O.O[AlH3](O)O.O[AlH3](O)O.O[AlH3](O)O.O[AlH3](O)O.O[AlH3](O)O.O[AlH3](O)O,0.13513513513513514,1.1054674,0.1493874864864865
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,0.16176470588235295,0.9223851,0.1492093544117647
O=CC(O)C(O)C(O)CO,0.14583333333333334,1.0212802,0.14893669583333335
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,0.15789473684210525,0.9429367,0.14888474210526315
CC(=O)Nc1ccc(CC(=O)O)cc1,0.14814814814814814,1.0034502,0.14865928888888888
CC(=O)NCC(=O)O.CC(=O)NCC(=O)O.N=C(N)c1ccc(N=NNc2ccc(C(=N)N)cc2)cc1,0.13043478260869565,1.1303695,0.1474395
COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2,0.14473684210526316,1.0179927,0.14734104868421052
CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O.Cl,0.18181818181818182,0.8100397,0.14727994545454545
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],0.14925373134328357,0.9867239,0.147272223880597
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1.Cl,0.13846153846153847,1.0630488,0.14719137230769233
CC(=O)OC(C)C[N+](C)(C)C.[Cl-],0.1568627450980392,0.93792456,0.1471254211764706
OCC(O)C(O)C(O)C(O)CO,0.14285714285714285,1.0295321,0.14707601428571426
OCC(O)C(O)C(O)CO,0.14285714285714285,1.0275288,0.14678982857142855
COc1ccccc1OCC(O)COC(N)=O,0.15,0.97841823,0.1467627345
OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,0.13793103448275862,1.063859,0.1467391724137931
CCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,0.15730337078651685,0.9323644,0.14666406292134831
CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,0.16393442622950818,0.8920131,0.1462316557377049
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,0.14102564102564102,1.0365878,0.14618545897435897
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,0.18840579710144928,0.7756517,0.14613727681159422
O=C(O)CCCCCCCC(O)C(O)CCCCCCO,0.15384615384615385,0.9497366,0.1461133230769231
CCOC(=O)n1ccn(C)c1=S,0.14285714285714285,1.0225837,0.1460833857142857
CC(=O)Nc1ccc(OC(C)=O)cc1,0.1509433962264151,0.9673998,0.14602261132075472
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O,0.16666666666666666,0.87495553,0.14582592166666666
CC1=C2N=C(C=C3N=C(C(C)=C4N=C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)OC4C(CO)OC(n5c[n+]([Co]C#N)c6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O,0.1258741258741259,1.15765,0.14571818181818183
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC(C)=O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,0.15702479338842976,0.9236939,0.1450428438016529
COC1C(O)C(O)C(O)C(O)C1O,0.13636363636363635,1.0614547,0.14474382272727274
COC(=O)C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC(=O)O,0.14285714285714285,1.0121008,0.14458582857142857
CCOc1ccc(NC(=O)CC(C)O)cc1,0.15,0.9627448,0.14441172
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,0.15384615384615385,0.93851894,0.14438752923076925
O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,0.14893617021276595,0.9680176,0.14417283404255318
OCC(O)C(O)C(O)C(O)C(O)CO,0.13953488372093023,1.0325779,0.1440806372093023
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.14285714285714285,1.0082474,0.14403534285714284
NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,0.17647058823529413,0.81595194,0.14399151882352942
CCOC(=O)c1c(C)cc(O)cc1O,0.14285714285714285,1.0030178,0.14328825714285714
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,0.15492957746478872,0.92168725,0.1427966161971831
CCC(CO)NCCNC(CC)CO.Cl.Cl,0.14583333333333334,0.9782717,0.14266462291666668
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0.14492753623188406,0.98397297,0.14260477826086956
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0.1320754716981132,1.0767025,0.14220599056603772
CC(=O)OC1CC2CCC1(C)C2(C)C,0.14035087719298245,1.0118355,0.142012
CCOc1cc(NC(C)=O)ccc1C(=O)OC,0.14516129032258066,0.97785664,0.14194693161290325
C[N+](C)(C)CC(O)CC(=O)[O-],0.14,1.0100424,0.141405936
CCOC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O,0.14285714285714285,0.9897666,0.14139522857142858
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0.14705882352941177,0.96078086,0.14129130294117648
CNC1CC(N)C(O)C(OC2OC(CO)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC3C2O)C1O,0.20512820512820512,0.68838215,0.14120659487179488
OCC1(O)OCC(O)C(O)C1O,0.1320754716981132,1.0666933,0.14088402075471698
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C=CBr,0.15714285714285714,0.89421386,0.14051932085714286
CC(O)C(=O)[O-].[NH4+],0.13636363636363635,1.0282189,0.14021166818181816
COC1=C(CC=C(C)C)C(=O)c2ccccc2C1=O,0.13333333333333333,1.0515002,0.14020002666666667
CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,0.140625,0.99538296,0.13997572875
Cc1ccc(C2OC(CO)C(O)C(O)C2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,0.14285714285714285,0.9797143,0.1399591857142857
Cc1ccccc1OCC(O)CO,0.14285714285714285,0.9778653,0.13969504285714285
CC(O)C(=O)[O-].[Na+],0.13636363636363635,1.0242499,0.1396704409090909
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0.13513513513513514,1.0277834,0.13888964864864864
COC(=O)C=CC(=O)OC,0.13636363636363635,1.0184243,0.1388760409090909
O=C(NCc1ccccc1)OCCO,0.14035087719298245,0.98703825,0.1385316842105263
OCCN1CC(O)C(O)C(O)C1CO,0.12962962962962962,1.0678713,0.1384277611111111
COC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,0.14102564102564102,0.9803927,0.138260508974359
CNNCc1ccc(C(=O)NC(C)C)cc1,0.13559322033898305,1.0166159,0.13784622372881356
CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,0.13253012048192772,1.0396444,0.13778419759036145
CCOC(=O)c1c(C)cc(OC)cc1O,0.13559322033898305,1.0159812,0.1377601627118644
C[N+](C)(C)CC(O)CC(=O)O.[Cl-],0.14,0.9825398,0.13755557200000001
Cl.NC(COP(=O)(O)O)C(=O)O,0.1320754716981132,1.0408411,0.13746957924528302
CC(=O)OC1CC2C(C)(C)C(O)CCC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C,0.13636363636363635,1.0080929,0.13746721363636363
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,0.13333333333333333,1.0302172,0.13736229333333333
CNCC(O)c1ccc(O)cc1.CNCC(O)c1ccc(O)cc1.O=C(O)C(O)C(O)C(=O)O,0.13559322033898305,1.0099568,0.13694329491525425
CC(S)C(=O)NCC(=O)O,0.13725490196078433,0.99716115,0.13686525588235296
COc1ccccc1OCC(O)CO,0.14285714285714285,0.95786947,0.13683849571428572
CC(=O)Nc1ccccc1,0.14285714285714285,0.95774376,0.13682053714285713
C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(C(O)C(=O)OC)C12C,0.13186813186813187,1.0361418,0.1366340835164835
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0.13432835820895522,1.0170103,0.136613323880597
OC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O,0.14102564102564102,0.9684817,0.13658075256410257
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,0.15873015873015872,0.8585348,0.13627536507936508
COC(=O)CC1C(C)(C)C(OC(C)=O)C2CC3=C4CC(=O)OC(c5ccoc5)C4(C)CCC3C1(C)C2=O,0.13043478260869565,1.0444679,0.13623494347826084
COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,0.13846153846153847,0.9838106,0.13621992923076923
CC(=O)O[PbH2]OC(C)=O,0.13636363636363635,0.9986092,0.1361739818181818
CC(=O)Nc1ccc(O)cc1,0.14,0.97210205,0.136094287
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.13253012048192772,1.0253954,0.13589577590361449
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.12857142857142856,1.0563195,0.13581250714285714
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O.O=S(=O)(O)O,0.21794871794871795,0.6215717,0.1354707551282051
COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,0.1267605633802817,1.0674632,0.1353122366197183
CCc1cn(C2OCC(O)C2CO)c(=O)nc1O,0.14705882352941177,0.9190653,0.1351566617647059
